1556664372.435804000,84,2,36,24
1556664372.435807000,68,1,29,24
1556664372.497761000,258,0,8,6
1556664372.497968000,264,0,8,6
1556664372.518201000,84,2,44,6
1556664372.518204000,68,1,29,6
1556664372.539946000,84,2,36,24
1556664372.539949000,68,1,29,24
1556664372.583781000,84,2,36,24
1556664372.583783000,68,1,29,24
1556664372.605457000,258,0,8,6
1556664372.605459000,264,0,8,6
1556664372.638832000,84,2,44,24
1556664372.638834000,68,1,29,24
1556664372.638835000,76,1,27,24
1556664372.638836000,68,1,28,24
1556664372.638837000,192,2,40,216
1556664372.638838000,76,1,27,24
1556664372.638839000,68,1,28,24
1556664372.638840000,192,2,40,216
1556664372.638841000,76,1,27,24
1556664372.638841000,68,1,28,24
1556664372.638843000,192,2,40,216
1556664372.638843000,88,1,25,24
1556664372.660933000,160,2,40,300
1556664372.660935000,88,1,25,24
1556664372.660936000,76,1,27,24
1556664372.660937000,68,1,28,24
1556664372.660937000,136,2,40,216
1556664372.660938000,76,1,27,24
1556664372.660939000,68,1,28,24
1556664372.660940000,136,2,40,216
1556664372.660941000,88,1,25,24
1556664372.660942000,84,2,44,24
1556664372.660943000,68,1,29,24
1556664372.704384000,258,0,8,6
1556664372.704387000,264,0,8,6
1556664372.715168000,84,2,36,24
1556664372.715171000,68,1,29,24
1556664372.725963000,143,2,40,6
1556664372.725966000,68,1,29,6
1556664372.759112000,84,2,36,24
1556664372.759115000,68,1,29,24
1556664372.760313000,76,1,27,24
1556664372.760453000,68,1,28,24
1556664372.760454000,132,2,40,300
1556664372.760533000,88,1,25,24
1556664372.810794000,258,0,8,6
1556664372.810796000,264,0,8,6
1556664372.862084000,84,2,44,24
1556664372.862087000,68,1,29,24
1556664372.862088000,84,2,44,6
1556664372.862089000,68,1,29,6
1556664372.887825000,84,2,36,24
1556664372.887827000,68,1,29,24
1556664372.912061000,259,0,8,6
1556664372.912064000,264,0,8,6
1556664372.912065000,84,2,36,6
1556664372.912066000,68,1,29,6
1556664372.912067000,144,2,40,300
1556664372.912068000,76,1,27,24
1556664372.912069000,68,1,28,24
1556664372.912071000,144,2,40,180
1556664372.912072000,88,1,25,24
1556664372.932582000,84,2,36,24
1556664372.932583000,68,1,29,24
1556664372.948374000,207,0,4,6
1556664372.957765000,207,0,4,6
1556664373.009621000,258,0,8,6
1556664373.009962000,264,0,8,6
1556664373.020372000,84,2,36,24
1556664373.020373000,68,1,29,24
1556664373.066793000,84,2,36,24
1556664373.066795000,68,1,29,24
1556664373.112288000,258,0,8,6
1556664373.112535000,264,0,8,6
1556664373.113170000,84,2,36,6
1556664373.113172000,68,1,29,6
1556664373.196881000,84,2,36,24
1556664373.196884000,68,1,29,24
1556664373.214665000,258,0,8,6
1556664373.214667000,264,0,8,6
1556664373.242599000,84,2,36,24
1556664373.242601000,68,1,29,24
1556664373.317092000,258,0,8,6
1556664373.317333000,264,0,8,6
1556664373.372202000,84,2,36,24
1556664373.372207000,68,1,29,24
1556664373.417243000,84,2,36,24
1556664373.417247000,68,1,29,24
1556664373.419415000,258,0,8,6
1556664373.419662000,264,0,8,6
1556664373.521878000,258,0,8,6
1556664373.522128000,264,0,8,6
1556664373.546597000,84,2,36,24
1556664373.546601000,68,1,29,24
1556664373.592397000,84,2,36,24
1556664373.592401000,68,1,29,24
1556664373.624273000,258,0,8,6
1556664373.624508000,264,0,8,6
1556664373.720335000,84,2,36,24
1556664373.720339000,68,1,29,24
1556664373.726672000,258,0,8,6
1556664373.726925000,264,0,8,6
1556664373.764824000,84,2,36,24
1556664373.764832000,68,1,29,24
1556664373.829079000,258,0,8,6
1556664373.829324000,264,0,8,6
1556664373.894050000,84,2,36,24
1556664373.894052000,68,1,29,24
1556664373.931480000,258,0,8,6
1556664373.931724000,264,0,8,6
1556664373.938676000,84,2,36,24
1556664373.938683000,68,1,29,24
1556664374.033844000,258,0,8,6
1556664374.034075000,264,0,8,6
1556664374.068458000,84,2,36,24
1556664374.068462000,68,1,29,24
1556664374.081560000,156,2,40,150
1556664374.081562000,88,1,25,24
1556664374.103271000,172,2,40,150
1556664374.103274000,88,1,25,24
1556664374.113547000,84,2,36,24
1556664374.113551000,68,1,29,24
1556664374.136272000,258,0,8,6
1556664374.136444000,264,0,8,6
1556664374.219889000,76,1,27,24
1556664374.219893000,68,1,28,24
1556664374.219894000,128,2,40,243
1556664374.219895000,88,1,25,24
1556664374.219896000,84,2,36,6
1556664374.219950000,68,1,29,6
1556664374.219951000,144,2,40,300
1556664374.219953000,88,1,25,24
1556664374.220165000,76,1,27,24
1556664374.220166000,68,1,28,24
1556664374.220167000,128,2,40,243
1556664374.220248000,88,1,25,24
1556664374.238674000,258,0,8,6
1556664374.238931000,264,0,8,6
1556664374.243367000,84,2,36,24
1556664374.243369000,68,1,29,24
1556664374.288712000,84,2,36,24
1556664374.288717000,68,1,29,24
1556664374.341059000,258,0,8,6
1556664374.341063000,264,0,8,6
1556664374.417519000,84,2,36,24
1556664374.417523000,68,1,29,24
1556664374.424443000,84,2,36,6
1556664374.424445000,68,1,29,6
1556664374.443452000,258,0,8,6
1556664374.443710000,264,0,8,6
1556664374.480634000,84,2,44,6
1556664374.480636000,68,1,29,6
1556664374.504340000,151,2,40,162
1556664374.504344000,68,1,29,24
1556664374.505763000,84,2,36,24
1556664374.505766000,68,1,29,24
1556664374.545869000,258,0,8,6
1556664374.546130000,264,0,8,6
1556664374.552094000,173,2,40,216
1556664374.552160000,88,1,25,24
1556664374.552163000,84,2,44,6
1556664374.552164000,68,1,29,6
1556664374.590496000,151,2,40,162
1556664374.590500000,151,2,40,162
1556664374.590624000,76,1,27,24
1556664374.590626000,68,1,28,24
1556664374.590745000,151,2,40,121.5
1556664374.590747000,68,1,29,24
1556664374.600879000,167,2,40,300
1556664374.600883000,76,1,27,24
1556664374.600884000,68,1,28,24
1556664374.600885000,167,2,40,180
1556664374.601035000,88,1,25,24
1556664374.604751000,144,2,40,162
1556664374.604753000,144,2,40,162
1556664374.604754000,76,1,27,24
1556664374.604883000,68,1,28,24
1556664374.604885000,144,2,40,121.5
1556664374.604886000,68,1,29,24
1556664374.605977000,144,2,40,162
1556664374.605979000,144,2,40,121.5
1556664374.605980000,68,1,29,24
1556664374.629141000,130,2,40,300
1556664374.629144000,76,1,27,24
1556664374.629146000,68,1,28,24
1556664374.629147000,130,2,40,180
1556664374.629148000,88,1,25,24
1556664374.629695000,124,2,40,121.5
1556664374.629696000,68,1,29,24
1556664374.630911000,130,2,40,300
1556664374.630913000,76,1,27,24
1556664374.630914000,68,1,28,24
1556664374.630915000,130,2,40,180
1556664374.630916000,88,1,25,24
1556664374.631474000,124,2,40,121.5
1556664374.631476000,68,1,29,24
1556664374.634337000,641,2,40,121.5
1556664374.634340000,68,1,29,24
1556664374.634543000,641,2,40,121.5
1556664374.634544000,68,1,29,24
1556664374.648265000,258,0,8,6
1556664374.648505000,264,0,8,6
1556664374.660098000,1584,2,40,270
1556664374.660102000,76,1,27,24
1556664374.660103000,68,1,28,24
1556664374.660226000,1584,2,40,162
1556664374.660352000,76,1,27,24
1556664374.660514000,68,1,28,24
1556664374.660704000,1584,2,40,162
1556664374.660706000,88,1,25,24
1556664374.660875000,1584,2,40,270
1556664374.660961000,76,1,27,24
1556664374.660963000,68,1,28,24
1556664374.661291000,1584,2,40,162
1556664374.661294000,88,1,25,24
1556664374.661612000,891,2,40,270
1556664374.661614000,1584,2,40,270
1556664374.661616000,1584,2,40,270
1556664374.661617000,891,2,40,270
1556664374.661741000,124,2,40,121.5
1556664374.661742000,68,1,29,24
1556664374.661870000,76,1,27,12
1556664374.661871000,68,1,28,12
1556664374.661999000,891,2,40,120
1556664374.662001000,1584,2,40,120
1556664374.662003000,1584,2,40,120
1556664374.662435000,891,2,40,120
1556664374.662436000,88,1,25,24
1556664374.663138000,124,2,40,121.5
1556664374.663139000,68,1,29,24
1556664374.667281000,466,2,40,300
1556664374.667283000,76,1,27,24
1556664374.667284000,68,1,28,24
1556664374.667409000,466,2,40,180
1556664374.667410000,88,1,25,24
1556664374.667755000,466,2,40,300
1556664374.667757000,124,2,40,162
1556664374.667772000,124,2,40,121.5
1556664374.668225000,68,1,29,24
1556664374.668226000,76,1,27,24
1556664374.668228000,68,1,28,24
1556664374.668229000,466,2,40,180
1556664374.668230000,88,1,25,24
1556664374.668775000,124,2,40,121.5
1556664374.668776000,68,1,29,24
1556664374.724650000,76,1,27,24
1556664374.724653000,68,1,28,24
1556664374.724655000,128,2,40,216
1556664374.724656000,88,1,25,24
1556664374.740692000,274,2,40,162
1556664374.740695000,274,2,40,121.5
1556664374.740696000,68,1,29,24
1556664374.744554000,274,2,40,121.5
1556664374.744556000,68,1,29,24
1556664374.750613000,258,0,8,6
1556664374.750845000,264,0,8,6
1556664374.752451000,84,2,44,6
1556664374.752453000,68,1,29,6
1556664374.765645000,130,2,40,300
1556664374.765648000,76,1,27,24
1556664374.765649000,68,1,28,24
1556664374.765650000,130,2,40,180
1556664374.765651000,88,1,25,24
1556664374.770287000,130,2,40,270
1556664374.770292000,76,1,27,24
1556664374.770293000,68,1,28,24
1556664374.770294000,130,2,40,162
1556664374.770407000,88,1,25,24
1556664374.774529000,199,2,40,270
1556664374.774531000,76,1,27,12
1556664374.774533000,68,1,28,12
1556664374.774693000,199,2,40,120
1556664374.774695000,88,1,25,24
1556664374.775951000,199,2,40,300
1556664374.776072000,76,1,27,24
1556664374.776073000,68,1,28,24
1556664374.776146000,199,2,40,180
1556664374.776147000,88,1,25,24
1556664374.778584000,609,2,40,121.5
1556664374.778587000,68,1,29,24
1556664374.804050000,130,2,40,300
1556664374.804053000,76,1,27,24
1556664374.804055000,68,1,28,24
1556664374.804056000,130,2,40,180
1556664374.804334000,76,1,27,24
1556664374.804335000,68,1,28,24
1556664374.804463000,130,2,40,180
1556664374.804464000,88,1,25,24
1556664374.808395000,977,2,40,270
1556664374.808397000,76,1,27,24
1556664374.808398000,68,1,28,24
