1,0.000704
2,0.001312
3,0.001856
4,0.002944
5,0.003648
6,0.004256
7,0.0048
8,0.005888
9,0.006592
10,0.0072
11,0.007744
12,0.009152
13,0.009856
14,0.010464
15,0.011008
16,0.012096
17,0.013184
18,0.014272
19,0.01536
20,0.016448
21,0.017536
22,0.018624
23,0.019712
24,0.0208
25,0.021504
26,0.022112
27,0.02272
28,0.023328
29,0.023936
30,0.024544
31,0.025152
32,0.025696
33,0.038368
34,0.038976
35,0.03952
36,0.052192
37,0.0528
38,0.053344
39,0.066016
40,0.06672
41,0.067328
42,0.067872
43,0.07968
44,0.080288
45,0.080832
46,0.09264
47,0.093248
48,0.093792
49,0.1056
50,0.106304
51,0.106912
52,0.107456
53,0.120128
54,0.131936
55,0.144608
56,0.156416
57,0.169088
58,0.180896
59,0.193568
60,0.205376
61,0.21312
62,0.220864
63,0.221568
64,0.222176
65,0.22272
66,0.223808
67,0.227592
68,0.2282
69,0.228744
70,0.229832
71,0.233616
72,0.234224
73,0.234768
74,0.235856
75,0.23964
76,0.240248
77,0.240792
78,0.24188
79,0.245664
80,0.246272
81,0.246816
82,0.25148
83,0.252568
84,0.253272
85,0.25388
86,0.254424
87,0.255512
88,0.259296
89,0.259904
90,0.260448
91,0.261536
92,0.26532
93,0.265928
94,0.266472
95,0.26756
96,0.271344
97,0.272048
98,0.272656
99,0.2732
100,0.285872
101,0.298544
102,0.310352
103,0.318096
104,0.32584
105,0.326448
106,0.326992
107,0.339664
108,0.352336
109,0.364144
110,0.371888
111,0.379632
112,0.380336
113,0.380944
114,0.381488
115,0.382576
116,0.383184
117,0.383728
118,0.384816
119,0.385424
120,0.385968
121,0.387056
122,0.387664
123,0.388208
124,0.389296
125,0.389904
126,0.390448
127,0.391536
128,0.392144
129,0.392688
130,0.393776
131,0.394384
132,0.394928
133,0.396016
134,0.39672
135,0.397328
136,0.397872
137,0.410544
138,0.423216
139,0.435024
140,0.442768
141,0.443376
142,0.44392
143,0.456592
144,0.469264
145,0.481072
146,0.488816
147,0.489424
148,0.489968
149,0.50264
150,0.514448
151,0.522192
152,0.5228
153,0.523344
154,0.524432
155,0.525136
156,0.525744
157,0.526288
158,0.53896
159,0.551632
160,0.56344
161,0.571184
162,0.571888
163,0.572496
164,0.57304
165,0.585712
166,0.598384
167,0.606128
168,0.606736
169,0.60728
170,0.619952
171,0.632624
172,0.640368
173,0.640976
174,0.64152
175,0.654192
176,0.666864
177,0.674608
178,0.675216
179,0.67576
180,0.688432
181,0.701104
182,0.708848
183,0.709552
184,0.71016
185,0.710704
186,0.723376
187,0.73112
188,0.731728
189,0.732272
190,0.744944
191,0.752688
192,0.753392
193,0.754
194,0.754544
195,0.767216
196,0.76792
197,0.768528
198,0.769072
199,0.77016
200,0.771248
201,0.772336
202,0.773424
203,0.774512
204,0.775696
205,0.776784
206,0.777488
207,0.778096
208,0.77864
209,0.779824
210,0.780528
211,0.781136
212,0.78168
213,0.783088
214,0.783696
215,0.78424
216,0.785648
217,0.786256
218,0.7868
219,0.788208
220,0.788816
221,0.78936
222,0.790768
223,0.791472
224,0.79208
225,0.792624
226,0.794032
227,0.794736
228,0.795344
229,0.795888
230,0.796976
231,0.797584
232,0.798128
233,0.799216
234,0.799824
235,0.800368
236,0.801456
237,0.802064
238,0.802608
239,0.803696
240,0.8044
241,0.806464
242,0.808576
243,0.809184
244,0.809728
245,0.813184
246,0.813888
247,0.814496
248,0.81504
249,0.816128
250,0.816736
251,0.81728
252,0.818368
253,0.818976
254,0.81952
255,0.820608
256,0.821216
257,0.82176
258,0.822848
259,0.823552
260,0.825616
261,0.827728
262,0.8284
263,0.828944
264,0.829616
265,0.83016
266,0.830832
267,0.831376
268,0.8326
269,0.833208
270,0.833752
271,0.834976
272,0.835584
273,0.836128
274,0.837352
275,0.83796
276,0.838504
277,0.839728
278,0.840336
279,0.84088
280,0.842104
281,0.842712
282,0.843256
283,0.84448
284,0.845088
285,0.845632
286,0.846856
287,0.847464
288,0.848008
289,0.849232
290,0.84984
291,0.850384
292,0.851608
293,0.852216
294,0.85276
295,0.853984
296,0.854592
297,0.855136
298,0.85636
299,0.856968
300,0.857512
301,0.858736
302,0.859344
303,0.859888
304,0.861112
305,0.86172
306,0.862264
307,0.863488
308,0.864096
309,0.86464
310,0.865864
311,0.866472
312,0.867016
313,0.86824
314,0.868848
315,0.869392
316,0.870616
317,0.871224
318,0.871768
319,0.872992
320,0.8736
321,0.874144
322,0.875368
323,0.875976
324,0.87652
325,0.877744
326,0.878896
327,0.87944
328,0.880048
329,0.880592
330,0.881928
331,0.882632
332,0.88372
333,0.884264
334,0.884872
335,0.885416
