1556895491.147869000,313,0,8,1
1556895491.152778000,389,0,8,1
1556895491.178995000,267,0,8,1
1556895491.217544000,258,0,8,6
1556895491.217745000,264,0,8,6
1556895491.225936000,357,0,8,1
1556895491.274590000,274,0,8,1
1556895491.281639000,267,0,8,1
1556895491.303256000,84,2,44,1
1556895491.303262000,68,1,29,1
1556895491.320066000,258,0,8,6
1556895491.320531000,264,0,8,6
1556895491.377146000,274,0,8,1
1556895491.384000000,265,0,8,1
1556895491.385895000,267,0,8,1
1556895491.388529000,169,2,32,1
1556895491.410546000,300,0,8,1
1556895491.422766000,258,0,8,6
1556895491.422964000,264,0,8,6
1556895491.430947000,357,0,8,1
1556895491.460290000,389,0,8,1
1556895491.472458000,351,0,8,1
1556895491.479589000,274,0,8,1
1556895491.486427000,267,0,8,1
1556895491.495034000,399,0,8,1
1556895491.497978000,399,0,8,1
1556895491.500687000,365,0,8,1
1556895491.509886000,204,0,8,1
1556895491.512890000,300,0,8,1
1556895491.525326000,258,0,8,6
1556895491.525333000,264,0,8,6
1556895491.562688000,389,0,8,1
1556895491.581959000,274,0,8,1
1556895491.588746000,267,0,8,1
1556895491.600412000,399,0,8,1
1556895491.627298000,258,0,8,6
1556895491.639791000,273,0,8,1
1556895491.665089000,389,0,8,1
1556895491.677009000,351,0,8,1
1556895491.700204000,399,0,8,1
1556895491.729858000,258,0,8,6
1556895491.729864000,264,0,8,6
1556895491.732254000,273,0,8,1
1556895491.786719000,274,0,8,1
1556895491.796929000,169,2,32,1
1556895491.818705000,186,0,4,1
1556895491.821032000,300,0,8,1
1556895491.821037000,243,0,5,6
1556895491.821039000,68,1,29,6
1556895491.829350000,339,0,5,1
1556895491.829357000,68,1,29,1
1556895491.831798000,258,0,8,6
1556895491.832386000,264,0,8,6
1556895491.834608000,273,0,8,1
1556895491.862674000,313,0,8,1
1556895491.869852000,389,0,8,1
1556895491.889097000,274,0,8,1
1556895491.896093000,267,0,8,1
1556895491.922556000,300,0,8,1
1556895491.934653000,258,0,8,6
1556895491.934659000,264,0,8,6
1556895491.972266000,389,0,8,1
1556895491.992168000,274,0,8,1
1556895492.000503000,267,0,8,1
1556895492.012687000,365,0,8,1
1556895492.021969000,204,0,8,1
1556895492.024935000,300,0,8,1
1556895492.025620000,84,2,44,1
1556895492.025626000,68,1,29,1
1556895492.026852000,88,1,25,24
1556895492.033026000,186,0,4,1
1556895492.037240000,339,0,5,1
1556895492.054705000,243,0,5,6
1556895492.069076000,88,1,25,24
1556895492.082346000,68,1,29,1
1556895492.094735000,274,0,8,1
1556895492.100900000,267,0,8,1
1556895492.119613000,84,2,44,1
1556895492.123949000,259,0,5,1
1556895492.127342000,300,0,8,1
1556895492.132644000,259,0,5,1
1556895492.133895000,186,2,32,1
1556895492.137199000,259,0,5,1
1556895492.139215000,258,0,8,6
1556895492.141829000,273,0,8,1
1556895492.198059000,274,0,8,1
1556895492.203043000,267,0,8,1
1556895492.241008000,259,0,5,1
1556895492.241782000,258,0,8,6
1556895492.241789000,264,0,8,6
1556895492.267917000,356,2,32,1
1556895492.279512000,389,0,8,1
1556895492.306106000,267,0,8,1
1556895492.309750000,259,0,5,1
1556895492.320655000,84,2,44,1
1556895492.332126000,300,0,8,1
1556895492.344252000,258,0,8,6
1556895492.344258000,264,0,8,6
1556895492.352516000,357,0,8,1
1556895492.381917000,389,0,8,1
1556895492.408041000,267,0,8,1
1556895492.409848000,265,0,8,1
1556895492.411786000,259,0,5,1
1556895492.413979000,259,0,5,1
1556895492.434664000,300,0,8,1
1556895492.446445000,258,0,8,6
1556895492.446684000,264,0,8,6
1556895492.484313000,389,0,8,1
1556895492.510435000,267,0,8,1
1556895492.518969000,163,0,4,1
1556895492.527188000,68,1,29,1
1556895492.530986000,274,0,8,1
1556895492.533846000,204,0,8,1
1556895492.536934000,300,0,8,1
1556895492.543452000,163,0,4,1
1556895492.546091000,339,0,5,1
1556895492.552110000,264,0,8,6
1556895492.586679000,389,0,8,1
1556895492.605928000,274,0,8,1
1556895492.612834000,267,0,8,1
1556895492.630020000,262,0,8,1
1556895492.651322000,258,0,8,6
1556895492.651369000,264,0,8,6
1556895492.681890000,313,0,8,1
1556895492.708323000,274,0,8,1
1556895492.715291000,267,0,8,1
1556895492.754681000,258,0,8,6
1556895492.762183000,357,0,8,1
1556895492.791433000,389,0,8,1
1556895492.817588000,267,0,8,1
1556895492.841110000,204,0,8,1
1556895492.844088000,300,0,8,1
1556895492.856203000,258,0,8,6
1556895492.856209000,264,0,8,6
1556895492.884471000,186,2,32,1
1556895492.943518000,204,0,8,1
1556895492.958711000,258,0,8,6
1556895492.958717000,264,0,8,6
1556895492.978425000,68,1,28,1
1556895492.996401000,389,0,8,1
1556895493.015525000,274,0,8,1
1556895493.021785000,265,0,8,1
1556895493.048941000,300,0,8,1
1556895493.061584000,258,0,8,6
1556895493.091485000,313,0,8,1
1556895493.098582000,389,0,8,1
1556895493.124826000,267,0,8,1
1556895493.151332000,300,0,8,1
1556895493.163432000,258,0,8,6
1556895493.163438000,264,0,8,6
1556895493.193866000,313,0,8,1
1556895493.201079000,389,0,8,1
1556895493.227198000,267,0,8,1
1556895493.265686000,258,0,8,6
1556895493.265878000,264,0,8,6
1556895493.281350000,348,2,40,72.2222
1556895493.281356000,80,1,24,6
1556895493.281819000,80,1,24,6
1556895493.281826000,88,1,25,6
1556895493.282039000,88,1,25,24
1556895493.323855000,140,2,40,72.2222
1556895493.323861000,88,1,25,24
1556895493.329630000,267,0,8,1
1556895493.350248000,274,0,8,1
1556895493.368226000,258,0,8,6
1556895493.368235000,264,0,8,6
1556895493.370620000,273,0,8,1
1556895493.376514000,357,0,8,1
1556895493.377020000,84,2,44,1
1556895493.377025000,68,1,29,1
1556895493.432017000,267,0,8,1
1556895493.440630000,399,0,8,1
1556895493.458479000,300,0,8,1
1556895493.470672000,258,0,8,6
1556895493.470678000,264,0,8,6
1556895493.473077000,273,0,8,1
1556895493.478977000,357,0,8,1
1556895493.501056000,313,0,8,1
1556895493.508275000,389,0,8,1
1556895493.527508000,274,0,8,1
1556895493.551651000,262,0,8,1
1556895493.573022000,258,0,8,6
1556895493.573030000,264,0,8,6
1556895493.620268000,351,0,8,1
1556895493.636796000,267,0,8,1
1556895493.663306000,300,0,8,1
1556895493.675504000,258,0,8,6
1556895493.675511000,264,0,8,6
1556895493.740843000,267,0,8,1
1556895493.762711000,204,0,8,1
1556895493.778721000,258,0,8,6
1556895493.778727000,264,0,8,6
1556895493.782687000,68,1,29,1
1556895493.815459000,389,0,8,1
1556895493.841606000,267,0,8,1
