1556895908.954265000,274,0,8,1
1556895908.964972000,102,0,4,1
1556895908.964974000,68,1,29,1
1556895908.964976000,267,0,8,1
1556895908.976915000,421,0,5,1
1556895908.976917000,68,1,29,1
1556895909.011526000,102,0,4,1
1556895909.023648000,68,1,29,1
1556895909.061346000,218,0,4,1
1556895909.063558000,267,0,8,1
1556895909.085602000,218,0,4,1
1556895909.085607000,68,1,29,1
1556895909.085609000,152,0,8,1
1556895909.149223000,389,0,8,1
1556895909.166590000,267,0,8,1
1556895909.245069000,389,0,8,1
1556895909.261597000,274,0,8,1
1556895909.269565000,267,0,8,1
1556895909.410619000,273,0,8,1
1556895909.420841000,357,0,8,1
1556895909.445991000,313,0,8,1
1556895909.466400000,274,0,8,1
1556895909.473416000,267,0,8,1
1556895909.475337000,265,0,8,1
1556895909.523241000,357,0,8,1
1556895909.552302000,389,0,8,1
1556895909.592198000,399,0,8,1
1556895909.594512000,152,0,8,1
1556895909.625239000,421,0,5,1
1556895909.668848000,453,0,5,1
1556895909.702155000,274,0,8,1
1556895909.759967000,186,2,32,1
1556895909.780732000,267,0,8,1
1556895909.820200000,273,0,8,1
1556895909.875989000,274,0,8,1
1556895909.883002000,267,0,8,1
1556895909.961937000,389,0,8,1
1556895910.080781000,274,0,8,1
1556895910.088210000,267,0,8,1
1556895910.106489000,152,0,8,1
1556895910.112655000,204,0,8,1
1556895910.137653000,357,0,8,1
1556895910.166758000,389,0,8,1
1556895910.190183000,267,0,8,1
1556895910.293717000,267,0,8,1
1556895910.314363000,365,0,8,1
1556895910.434615000,273,0,8,1
1556895910.456252000,453,0,5,1
1556895910.474603000,389,0,8,1
1556895910.497822000,453,0,5,1
1556895910.503637000,453,0,5,1
1556895910.507304000,453,0,5,1
1556895910.576262000,389,0,8,1
1556895910.582262000,310,2,32,1
1556895910.616185000,399,0,8,1
1556895910.639472000,273,0,8,1
1556895910.674883000,313,0,8,1
1556895910.695208000,274,0,8,1
1556895910.704006000,267,0,8,1
1556895910.718588000,399,0,8,1
1556895910.741811000,273,0,8,1
1556895910.777153000,313,0,8,1
1556895910.781954000,80,1,24,6
1556895910.804999000,267,0,8,1
1556895910.823264000,152,0,8,1
1556895910.981928000,313,0,8,1
1556895911.002415000,274,0,8,1
1556895911.009378000,267,0,8,1
1556895911.028709000,399,0,8,1
1556895911.034258000,204,0,8,1
1556895911.104930000,274,0,8,1
1556895911.111725000,267,0,8,1
1556895911.130496000,152,0,8,1
1556895911.214219000,267,0,8,1
1556895911.232908000,152,0,8,1
1556895911.356211000,273,0,8,1
1556895911.395511000,389,0,8,1
1556895911.469107000,357,0,8,1
1556895911.493948000,313,0,8,1
1556895911.497905000,389,0,8,1
1556895911.514394000,274,0,8,1
1556895911.523204000,267,0,8,1
1556895911.571240000,357,0,8,1
1556895911.582874000,310,2,32,1
1556895911.616808000,274,0,8,1
1556895911.642480000,152,0,8,1
1556895911.673607000,357,0,8,1
1556895911.726079000,265,0,8,1
1556895911.727990000,267,0,8,1
1556895911.776060000,357,0,8,1
1556895911.821569000,274,0,8,1
1556895911.847267000,152,0,8,1
1556895911.878463000,357,0,8,1
1556895911.907481000,389,0,8,1
1556895911.930984000,267,0,8,1
